source,tag,division_code,division_name,section_code,section_name,cos,rank
openalex,Migration and Labor Dynamics,78,Employment activities,O,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0.3118132948875427,1
openalex,Migration and Labor Dynamics,84,Public administration and defence; compulsory social security,P,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,0.3048897981643677,2
openalex,Electronic Health Records Systems,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.39414528012275696,1
openalex,Liver Disease Diagnosis and Treatment,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3382531404495239,1
openalex,Physical Activity and Health,93,Sports activities and amusement and recreation activities,S,"ARTS, SPORTS AND RECREATION",0.39686253666877747,1
openalex,Physical Activity and Health,93,Sports activities and amusement and recreation activities,S,"ARTS, SPORTS AND RECREATION",0.39686253666877747,2
openalex,Zeolite Catalysis and Synthesis,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.4568902850151062,1
openalex,Catalytic C–H Functionalization Methods,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.4645625352859497,1
openalex,Catalytic C–H Functionalization Methods,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.4573890268802643,2
openalex,Impact of Technology on Adolescents,62,"Computer programming, consultancy and related activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.23394246399402618,1
openalex,Impact of Technology on Adolescents,88,Social work activities without accommodation,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.25864946842193604,2
openalex,Impact of Technology on Adolescents,62,"Computer programming, consultancy and related activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.23394246399402618,3
openalex,Impact of Technology on Adolescents,63,"Computing infrastructure, data processing, hosting and other information service activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.23170936107635498,4
openalex,Impact of Technology on Adolescents,60,"Programming, broadcasting, news agency and other content distribution activities",J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",0.23102566599845886,5
openalex,Orthodontics and Dentofacial Orthopedics,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3935014605522156,1
openalex,Efficiency Analysis Using DEA,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3892620801925659,1
openalex,Efficiency Analysis Using DEA,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3892620801925659,2
openalex,Advanced Radiotherapy Techniques,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.34907642006874084,1
openalex,Dental Implant Techniques and Outcomes,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.36163532733917236,1
openalex,Fluid Dynamics and Turbulent Flows,51,Air transport,H,TRANSPORTATION AND STORAGE,0.45605772733688354,1
openalex,Silicon Carbide Semiconductor Technologies,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.41224294900894165,1
openalex,Silicon Carbide Semiconductor Technologies,27,Manufacture of electrical equipment,C,MANUFACTURING,0.40146976709365845,2
openalex,Biblical Studies and Interpretation,85,Education,Q,EDUCATION,0.3067958652973175,1
openalex,Biblical Studies and Interpretation,85,Education,Q,EDUCATION,0.3067958652973175,2
openalex,Low-power high-performance VLSI design,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.4671454429626465,1
openalex,Reproductive Biology and Fertility,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.2596617639064789,1
openalex,Gastrointestinal motility and disorders,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.33540037274360657,1
openalex,Discourse Analysis in Language Studies,85,Education,Q,EDUCATION,0.4138747751712799,1
openalex,Agricultural Innovations and Practices,01,"Crop and animal production, hunting and related service activities",A,"AGRICULTURE, FORESTRY AND FISHING",0.5096677541732788,1
openalex,Dental Health and Care Utilization,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.4197196364402771,1
openalex,Advanced MEMS and NEMS Technologies,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.49648386240005493,1
openalex,Traffic and Road Safety,49,Land transport and transport via pipelines,H,TRANSPORTATION AND STORAGE,0.40522319078445435,1
openalex,Immune Response and Inflammation,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.29747164249420166,1
openalex,Cardiac Imaging and Diagnostics,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3776683211326599,1
openalex,Renal Transplantation Outcomes and Treatments,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.28803014755249023,1
openalex,Advanced Graph Theory Research,72,Scientific research and development,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.31319358944892883,1
openalex,Pharmacogenetics and Drug Metabolism,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3985823690891266,1
openalex,Suicide and Self-Harm Studies,88,Social work activities without accommodation,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.4620664715766907,1
openalex,Metal and Thin Film Mechanics,32,Other manufacturing,C,MANUFACTURING,0.3735201954841614,1
openalex,Advanced MRI Techniques and Applications,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3703359365463257,1
openalex,Cellular Mechanics and Interactions,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.3408571183681488,1
openalex,Cellular Mechanics and Interactions,71,Architectural and engineering activities; technical testing and analysis,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.3406270444393158,2
openalex,Intimate Partner and Family Violence,88,Social work activities without accommodation,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.39397528767585754,1
openalex,Ophthalmology and Visual Impairment Studies,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3818497955799103,1
openalex,Quantum and electron transport phenomena,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.40265581011772156,1
openalex,"Language, Discourse, Communication Strategies",85,Education,Q,EDUCATION,0.3454364836215973,1
openalex,"Language, Discourse, Communication Strategies",70,Activities of head offices and management consultancy,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.35719960927963257,2
openalex,"Language, Discourse, Communication Strategies",85,Education,Q,EDUCATION,0.3454364836215973,3
openalex,Laser-Plasma Interactions and Diagnostics,72,Scientific research and development,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.3225553035736084,1
openalex,Geological and Geochemical Analysis,09,Mining support service activities,B,MINING AND QUARRYING,0.4758155643939972,1
openalex,Advanced Chemical Physics Studies,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.5657387971878052,1
openalex,Innovation and Knowledge Management,70,Activities of head offices and management consultancy,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.4978106617927551,1
openalex,Soil Carbon and Nitrogen Dynamics,01,"Crop and animal production, hunting and related service activities",A,"AGRICULTURE, FORESTRY AND FISHING",0.435994029045105,1
openalex,Ecology and Vegetation Dynamics Studies,02,Forestry and logging,A,"AGRICULTURE, FORESTRY AND FISHING",0.3783743381500244,1
openalex,Job Satisfaction and Organizational Behavior,78,Employment activities,O,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0.42557069659233093,1
openalex,Monetary Policy and Economic Impact,64,"Financial service activities, except insurance and pension funding",L,FINANCIAL AND INSURANCE ACTIVITIES,0.4259609878063202,1
openalex,Teacher Education and Leadership Studies,85,Education,Q,EDUCATION,0.5087903738021851,1
openalex,Dementia and Cognitive Impairment Research,87,Residential care activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3708973824977875,1
openalex,Dementia and Cognitive Impairment Research,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.36521753668785095,2
openalex,"Obesity, Physical Activity, Diet",88,Social work activities without accommodation,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.348970890045166,1
openalex,"Obesity, Physical Activity, Diet",87,Residential care activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.35052865743637085,2
openalex,"Obesity, Physical Activity, Diet",88,Social work activities without accommodation,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.348970890045166,3
openalex,"Literature: history, themes, analysis",85,Education,Q,EDUCATION,0.3541063964366913,1
openalex,"Literature: history, themes, analysis",91,"Libraries, archives, museums and other cultural activities",S,"ARTS, SPORTS AND RECREATION",0.3803660571575165,2
openalex,Genetic diversity and population structure,70,Activities of head offices and management consultancy,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.31793081760406494,1
openalex,Genetic diversity and population structure,01,"Crop and animal production, hunting and related service activities",A,"AGRICULTURE, FORESTRY AND FISHING",0.3171542286872864,2
openalex,Genetic diversity and population structure,91,"Libraries, archives, museums and other cultural activities",S,"ARTS, SPORTS AND RECREATION",0.3521410822868347,3
openalex,Asymmetric Synthesis and Catalysis,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.5359953045845032,1
openalex,Plant Stress Responses and Tolerance,01,"Crop and animal production, hunting and related service activities",A,"AGRICULTURE, FORESTRY AND FISHING",0.3525018095970154,1
openalex,Genomics and Phylogenetic Studies,72,Scientific research and development,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.3335087299346924,1
openalex,Adsorption and biosorption for pollutant removal,39,Remediation activities and other waste management service activities,E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.5403106212615967,1
openalex,Geology and Paleoclimatology Research,06,Extraction of crude petroleum and natural gas,B,MINING AND QUARRYING,0.2824826240539551,1
openalex,Geology and Paleoclimatology Research,09,Mining support service activities,B,MINING AND QUARRYING,0.28183838725090027,2
openalex,Geology and Paleoclimatology Research,05,Mining of coal and lignite,B,MINING AND QUARRYING,0.27723419666290283,3
openalex,Advancements in Battery Materials,27,Manufacture of electrical equipment,C,MANUFACTURING,0.40652161836624146,1
openalex,Corporate Finance and Governance,64,"Financial service activities, except insurance and pension funding",L,FINANCIAL AND INSURANCE ACTIVITIES,0.41754090785980225,1
openalex,Corporate Finance and Governance,64,"Financial service activities, except insurance and pension funding",L,FINANCIAL AND INSURANCE ACTIVITIES,0.41754090785980225,2
openalex,Quantum Information and Cryptography,61,Telecommunication,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.36647477746009827,1
openalex,Quantum Information and Cryptography,61,Telecommunication,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.36647477746009827,2
openalex,Quantum Information and Cryptography,63,"Computing infrastructure, data processing, hosting and other information service activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.361026793718338,3
openalex,EFL/ESL Teaching and Learning,85,Education,Q,EDUCATION,0.5388208627700806,1
openalex,Semiconductor Quantum Structures and Devices,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.4606975317001343,1
openalex,Schizophrenia research and treatment,88,Social work activities without accommodation,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.38811013102531433,1
openalex,TiO2 Photocatalysis and Solar Cells,39,Remediation activities and other waste management service activities,E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0.39035338163375854,1
openalex,Black Holes and Theoretical Physics,72,Scientific research and development,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.3481345474720001,1
openalex,"Galaxies: Formation, Evolution, Phenomena",72,Scientific research and development,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.36878907680511475,1
openalex,"Diabetes, Cardiovascular Risks, and Lipoproteins",86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.2696102559566498,1
openalex,"Diabetes, Cardiovascular Risks, and Lipoproteins",65,"Insurance, reinsurance and pension funding, except compulsory social security",L,FINANCIAL AND INSURANCE ACTIVITIES,0.26725178956985474,2
openalex,Topic Modeling,70,Activities of head offices and management consultancy,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.46379661560058594,1
openalex,Climate variability and models,72,Scientific research and development,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.3604671359062195,1
openalex,Electrocatalysts for Energy Conversion,27,Manufacture of electrical equipment,C,MANUFACTURING,0.4060520827770233,1
openalex,T-cell and B-cell Immunology,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.30738183856010437,1
openalex,Marine and coastal ecosystems,03,Fishing and aquaculture,A,"AGRICULTURE, FORESTRY AND FISHING",0.5097495317459106,1
openalex,Concrete and Cement Materials Research,42,Civil engineering,F,CONSTRUCTION,0.5122643113136292,1
openalex,"Syntax, Semantics, Linguistic Variation",85,Education,Q,EDUCATION,0.4022939205169678,1
openalex,Phytochemicals and Antioxidant Activities,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.2925184667110443,1
openalex,Advanced Neural Network Applications,62,"Computer programming, consultancy and related activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.3828046917915344,1
openalex,Physics of Superconductivity and Magnetism,27,Manufacture of electrical equipment,C,MANUFACTURING,0.36894625425338745,1
openalex,Tuberculosis Research and Epidemiology,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3223116993904114,1
openalex,"Stellar, planetary, and galactic studies",72,Scientific research and development,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.456168532371521,1
openalex,Adaptive Control of Nonlinear Systems,33,"Repair, maintenance and installation of machinery and equipment",C,MANUFACTURING,0.28047123551368713,1
openalex,Adaptive Control of Nonlinear Systems,51,Air transport,H,TRANSPORTATION AND STORAGE,0.27563515305519104,2
openalex,Adaptive Control of Nonlinear Systems,28,Manufacture of machinery and equipment n.e.c.,C,MANUFACTURING,0.2750227451324463,3
openalex,COVID-19 Clinical Research Studies,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.31897133588790894,1
openalex,Neural and Behavioral Psychology Studies,72,Scientific research and development,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.311424195766449,1
openalex,Neural and Behavioral Psychology Studies,70,Activities of head offices and management consultancy,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.3023903965950012,2
openalex,Substance Abuse Treatment and Outcomes,88,Social work activities without accommodation,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.4146950840950012,1
openalex,Protein Structure and Dynamics,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.4983684718608856,1
openalex,Organic Electronics and Photovoltaics,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.452211856842041,1
openalex,Stability and Control of Uncertain Systems,51,Air transport,H,TRANSPORTATION AND STORAGE,0.32557088136672974,1
openalex,Stability and Control of Uncertain Systems,62,"Computer programming, consultancy and related activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.3177401125431061,2
openalex,Financial Markets and Investment Strategies,64,"Financial service activities, except insurance and pension funding",L,FINANCIAL AND INSURANCE ACTIVITIES,0.3841598927974701,1
openalex,Particle physics theoretical and experimental studies,72,Scientific research and development,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.3958253264427185,1
openalex,Magnetic properties of thin films,26,"Manufacture of computer, electronic and optical products",C,MANUFACTURING,0.32009387016296387,1
openalex,Multi-Criteria Decision Making,70,Activities of head offices and management consultancy,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.42493489384651184,1
openalex,Asthma and respiratory diseases,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3974331021308899,1
openalex,Medical Image Segmentation Techniques,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.40971294045448303,1
openalex,International Relations and Foreign Policy,84,Public administration and defence; compulsory social security,P,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,0.3930954933166504,1
openalex,International Relations and Foreign Policy,84,Public administration and defence; compulsory social security,P,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,0.3930954933166504,2
openalex,Parallel Computing and Optimization Techniques,62,"Computer programming, consultancy and related activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.3746764659881592,1
openalex,Diverse Aspects of Tourism Research,79,"Travel agency, tour operator and other reservation service and related activities",O,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0.4750101566314697,1
openalex,Neurotransmitter Receptor Influence on Behavior,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3107147216796875,1
openalex,Face and Expression Recognition,72,Scientific research and development,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.32715293765068054,1
openalex,Entrepreneurship Studies and Influences,85,Education,Q,EDUCATION,0.39836275577545166,1
openalex,Entrepreneurship Studies and Influences,70,Activities of head offices and management consultancy,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.3875465989112854,2
openalex,Bone Tissue Engineering Materials,32,Other manufacturing,C,MANUFACTURING,0.3283859193325043,1
openalex,Smoking Behavior and Cessation,12,Manufacture of tobacco products,C,MANUFACTURING,0.4815978407859802,1
openalex,Algebraic Geometry and Number Theory,62,"Computer programming, consultancy and related activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.3022233843803406,1
openalex,MicroRNA in disease regulation,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.35518530011177063,1
openalex,Nanoparticle-Based Drug Delivery,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.4620918035507202,1
openalex,Complex Network Analysis Techniques,70,Activities of head offices and management consultancy,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.45864012837409973,1
openalex,Atrial Fibrillation Management and Outcomes,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.27968546748161316,1
openalex,Atrial Fibrillation Management and Outcomes,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.27968546748161316,2
openalex,Gut microbiota and health,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3145717978477478,1
openalex,Stochastic processes and financial applications,64,"Financial service activities, except insurance and pension funding",L,FINANCIAL AND INSURANCE ACTIVITIES,0.3594074845314026,1
openalex,Stochastic processes and financial applications,64,"Financial service activities, except insurance and pension funding",L,FINANCIAL AND INSURANCE ACTIVITIES,0.3594074845314026,2
openalex,Stochastic processes and financial applications,66,Activities auxiliary to financial services and insurance activities,L,FINANCIAL AND INSURANCE ACTIVITIES,0.3572564423084259,3
openalex,Technology Adoption and User Behaviour,63,"Computing infrastructure, data processing, hosting and other information service activities",K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.31332287192344666,1
openalex,Antenna Design and Analysis,61,Telecommunication,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",0.39785894751548767,1
openalex,Political Conflict and Governance,84,Public administration and defence; compulsory social security,P,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,0.44254058599472046,1
openalex,Bone health and osteoporosis research,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3542494475841522,1
openalex,Science Education and Pedagogy,85,Education,Q,EDUCATION,0.4861346185207367,1
openalex,Hepatocellular Carcinoma Treatment and Prognosis,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.31913065910339355,1
openalex,Carbon Nanotubes in Composites,22,Manufacture of rubber and plastic products,C,MANUFACTURING,0.4041936993598938,1
openalex,Atmospheric chemistry and aerosols,20,Manufacture of chemicals and chemical products,C,MANUFACTURING,0.3699535131454468,1
openalex,Plant-Microbe Interactions and Immunity,01,"Crop and animal production, hunting and related service activities",A,"AGRICULTURE, FORESTRY AND FISHING",0.3058182895183563,1
openalex,Neuroscience and Neuropharmacology Research,86,Human health activities,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0.3773275911808014,1
openalex,Neuroscience and Neuropharmacology Research,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C,MANUFACTURING,0.3761419355869293,2
openalex,Advanced Photocatalysis Techniques,72,Scientific research and development,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.38202592730522156,1
